Gene ID	Gene Symbol	Transcript ID	Gene Tax ID	miRNA	Site Type	UTR_start	UTR end	context++ score	context++ score percentile	weighted context++ score	weighted context++ score percentile	Predicted relative KD
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7c-5p	3	3269	3276	-0.178	70	-0.033	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7d	3	3269	3276	-0.204	72	-0.038	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7e-5p	3	3269	3276	-0.178	70	-0.033	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7g-5p	3	3269	3276	-0.186	71	-0.035	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-98	3	3269	3276	-0.178	69	-0.033	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-let-7f-5p	3	3269	3276	-0.178	69	-0.033	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-153-3p	3	6351	6358	-0.102	73	-0.020	51	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-26b-5p	3	6476	6483	-0.173	90	-0.032	66	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-26a-5p	3	6476	6483	-0.173	90	-0.032	66	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-495-3p	1	6915	6921	-0.010	63	-0.002	68	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-548a	3	6976	6983	-0.205	94	-0.038	77	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-429-3p	3	6976	6983	-0.168	92	-0.032	74	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-302a-3p	3	6998	7005	-0.221	93	-0.041	73	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-373	3	6998	7005	-0.153	92	-0.029	78	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-302d	3	6998	7005	-0.221	93	-0.041	73	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-519a-3p	3	6998	7005	-0.223	93	-0.041	72	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-302c	3	6998	7005	-0.221	93	-0.041	73	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-302b	3	6998	7005	-0.221	93	-0.041	73	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-518a-3p	3	6998	7005	-0.231	94	-0.043	74	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-520a-3p	3	6998	7005	-0.223	93	-0.041	73	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9544	mml-miR-372-3p	3	6998	7005	-0.231	93	-0.043	72	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-7	1	245	251	-0.010	39	-0.003	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-30d	3	276	283	-0.170	81	-0.048	60	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-30a-5p	3	276	283	-0.162	79	-0.045	58	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-30b	3	276	283	-0.170	80	-0.048	58	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-30c	3	276	283	-0.170	80	-0.048	58	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-30e	3	276	283	-0.146	74	-0.041	55	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-758	3	429	436	-0.131	88	-0.037	76	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-143	3	818	825	-0.104	76	-0.030	58	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-9	2	2780	2786	-0.102	84	-0.020	66	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-15b	3	3270	3277	-0.248	91	-0.045	63	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-497	3	3270	3277	-0.269	94	-0.049	67	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-424	3	3270	3277	-0.253	92	-0.046	66	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-15a	3	3270	3277	-0.248	91	-0.045	63	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-16	3	3270	3277	-0.216	88	-0.040	62	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-195	3	3270	3277	-0.216	88	-0.040	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-let-7b	3	3283	3290	-0.186	72	-0.035	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-let-7i	3	3283	3290	-0.194	73	-0.036	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-let-7a	3	3283	3290	-0.186	72	-0.035	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-let-7g	3	3283	3290	-0.194	73	-0.036	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-let-7f	3	3283	3290	-0.186	72	-0.035	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-let-7c	3	3283	3290	-0.186	72	-0.035	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-let-7d	3	3283	3290	-0.212	74	-0.039	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-let-7e	3	3283	3290	-0.186	72	-0.035	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-98	3	3283	3290	-0.186	72	-0.035	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-27b	3	6141	6148	-0.109	82	-0.021	62	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-27a	3	6141	6148	-0.109	82	-0.021	63	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-153	3	6434	6441	-0.079	68	-0.015	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-1297	3	6556	6563	-0.182	92	-0.034	68	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-26b	3	6556	6563	-0.190	92	-0.036	68	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-26a	3	6556	6563	-0.190	93	-0.036	68	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-495	1	6982	6988	-0.010	63	-0.002	68	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-200c	3	7043	7050	-0.167	92	-0.031	75	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-655	1	7045	7051	-0.077	65	-0.015	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-520f	2	7064	7070	-0.181	89	-0.034	68	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-520a	3	7065	7072	-0.242	95	-0.045	76	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-520e	3	7065	7072	-0.258	96	-0.047	77	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-520d	3	7065	7072	-0.242	95	-0.045	76	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-302b	3	7065	7072	-0.240	95	-0.044	76	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-302c	3	7065	7072	-0.240	95	-0.044	76	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-302a	3	7065	7072	-0.240	95	-0.044	76	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-302d	3	7065	7072	-0.240	95	-0.044	76	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-302e	3	7065	7072	-0.256	96	-0.047	77	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-372	3	7065	7072	-0.250	95	-0.046	75	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9598	ptr-miR-520b	3	7065	7072	-0.242	95	-0.045	75	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-7-5p	1	247	253	-0.010	39	-0.003	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-30a-5p	3	278	285	-0.162	80	-0.045	59	-4.5100
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-30c-5p	3	278	285	-0.170	80	-0.048	58	-4.5100
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-30e-5p	3	278	285	-0.146	75	-0.041	55	-4.5100
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-30d-5p	3	278	285	-0.170	82	-0.048	60	-4.5100
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-30b-5p	3	278	285	-0.170	80	-0.048	58	-4.5100
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-758-3p	3	431	438	-0.119	86	-0.034	75	-5.4782
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6088	3	820	827	-0.114	81	-0.032	64	-4.2106
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-4770	3	820	827	-0.112	79	-0.032	61	-4.5425
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-143-3p	3	820	827	-0.104	76	-0.030	59	-4.6503
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-9-5p	2	2789	2795	-0.097	84	-0.019	66	-1.0801
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-16-5p	3	3279	3286	-0.195	87	-0.036	61	-5.6803
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-15b-5p	3	3279	3286	-0.219	89	-0.041	61	-5.6620
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-497-5p	3	3279	3286	-0.248	93	-0.045	66	-5.7719
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-15a-5p	3	3279	3286	-0.219	89	-0.041	61	-5.6620
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-195-5p	3	3279	3286	-0.195	87	-0.036	61	-5.6620
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-424-5p	3	3279	3286	-0.232	91	-0.043	65	-6.1762
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6838-5p	3	3279	3286	-0.213	88	-0.040	60	-5.7263
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-let-7i-5p	3	3292	3299	-0.189	73	-0.035	49	-5.4870
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-let-7g-5p	3	3292	3299	-0.189	73	-0.035	49	-5.4870
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-let-7a-5p	3	3292	3299	-0.181	72	-0.034	48	-5.4870
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-4458	3	3292	3299	-0.191	71	-0.036	47	-4.5301
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-let-7f-5p	3	3292	3299	-0.181	71	-0.034	48	-5.4870
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-let-7e-5p	3	3292	3299	-0.181	72	-0.034	48	-5.1164
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-4500	3	3292	3299	-0.189	73	-0.035	50	-5.4870
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-98-5p	3	3292	3299	-0.181	72	-0.034	48	-5.4870
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-let-7b-5p	3	3292	3299	-0.181	72	-0.034	49	-5.4870
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-let-7d-5p	3	3292	3299	-0.207	74	-0.038	49	-4.9561
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-let-7c-5p	3	3292	3299	-0.181	72	-0.034	48	-5.4870
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-27a-3p	3	6148	6155	-0.108	83	-0.021	63	-4.7679
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-27b-3p	3	6148	6155	-0.108	83	-0.021	63	-4.7679
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-153-3p	3	6441	6448	-0.078	68	-0.015	48	-5.8093
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-26b-5p	3	6563	6570	-0.189	93	-0.035	69	-5.2083
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-26a-5p	3	6563	6570	-0.189	93	-0.035	69	-5.2083
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-1297	3	6563	6570	-0.181	92	-0.034	68	-5.2083
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-4465	3	6563	6570	-0.186	92	-0.035	68	-5.0799
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-495-3p	1	6989	6995	-0.010	63	-0.002	68	-3.5745
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-5688	1	6989	6995	-0.010	62	-0.002	67	-3.9973
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-200b-3p	3	7050	7057	-0.166	92	-0.031	75	-4.3192
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-200c-3p	3	7050	7057	-0.166	92	-0.031	75	-4.3192
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-429	3	7050	7057	-0.166	92	-0.031	75	-3.8493
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-374c-5p	1	7052	7058	-0.053	56	-0.010	36	-3.9014
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-655-3p	1	7052	7058	-0.089	70	-0.017	43	-3.3861
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-520f-3p	2	7071	7077	-0.181	89	-0.034	68	-4.5389
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-302c-3p.2	2	7071	7077	-0.203	91	-0.038	71	-4.5389
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-520e	3	7072	7079	-0.257	96	-0.047	78	-5.1471
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-302d-3p	3	7072	7079	-0.239	95	-0.044	76	-5.5348
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-520d-3p	3	7072	7079	-0.241	95	-0.044	76	-5.1471
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-520c-3p	3	7072	7079	-0.241	95	-0.044	75	-5.1471
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-520a-3p	3	7072	7079	-0.241	95	-0.044	76	-5.1471
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-373-3p	3	7072	7079	-0.171	94	-0.032	82	-5.0553
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-520b	3	7072	7079	-0.241	95	-0.044	75	-5.1471
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-302e	3	7072	7079	-0.255	96	-0.047	78	-5.5348
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-372-3p	3	7072	7079	-0.249	95	-0.046	76	-5.1076
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-302c-3p.1	3	7072	7079	-0.239	95	-0.044	76	-5.5348
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-302b-3p	3	7072	7079	-0.239	95	-0.044	76	-5.5348
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-302a-3p	3	7072	7079	-0.239	95	-0.044	76	-5.5348
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-203	3	893	900	-0.030	81	-0.009	67	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-143	3	1982	1989	-0.152	83	-0.043	63	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-9	2	2711	2717	-0.023	48	-0.004	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-15a	3	3173	3180	-0.127	74	-0.024	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-15b	3	3173	3180	-0.127	74	-0.024	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-16	3	3173	3180	-0.095	69	-0.018	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-195	3	3173	3180	-0.095	68	-0.018	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-497	3	3173	3180	-0.148	79	-0.028	53	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-let-7b	2	3186	3192	-0.153	63	-0.029	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-let-7c	2	3186	3192	-0.153	63	-0.029	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-98	2	3186	3192	-0.153	63	-0.029	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-let-7f	2	3186	3192	-0.153	62	-0.029	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-let-7a	2	3186	3192	-0.153	63	-0.029	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-let-7e	2	3186	3192	-0.153	63	-0.029	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-let-7g	2	3186	3192	-0.164	65	-0.031	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-let-7j	2	3186	3192	-0.175	67	-0.033	45	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-495	1	6368	6374	-0.010	63	-0.002	67	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-452	3	6436	6443	-0.219	94	-0.041	72	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-200c	3	6439	6446	-0.187	92	-0.035	75	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9615	cfa-miR-429	3	6439	6446	-0.187	92	-0.035	75	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-873	3	240	247	-0.030	81	-0.009	69	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-30e-5p	3	262	269	-0.110	61	-0.031	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-30d	3	262	269	-0.134	70	-0.038	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-30c	3	262	269	-0.126	66	-0.036	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-30b-5p	3	262	269	-0.126	66	-0.036	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-30a-5p	3	262	269	-0.126	68	-0.036	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-30f	3	262	269	-0.126	66	-0.036	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-758	3	403	410	-0.108	83	-0.031	71	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-143	3	2005	2012	-0.196	89	-0.055	68	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-9-5p	2	2733	2739	-0.114	80	-0.022	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-16a	3	3231	3238	-0.030	40	-0.006	32	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-195	3	3231	3238	-0.030	39	-0.006	31	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-424-5p	3	3231	3238	-0.065	61	-0.013	39	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-16b	3	3231	3238	-0.030	40	-0.006	32	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-497	3	3231	3238	-0.081	67	-0.016	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-15b	3	3231	3238	-0.060	56	-0.012	35	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-15a	3	3231	3238	-0.060	57	-0.012	36	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-let-7a-5p	3	3244	3251	-0.178	68	-0.033	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-let-7c	3	3244	3251	-0.178	68	-0.033	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-let-7d	3	3244	3251	-0.212	72	-0.039	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-let-7i	3	3244	3251	-0.178	68	-0.033	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-let-7e	3	3244	3251	-0.178	68	-0.033	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-let-7f	3	3244	3251	-0.178	68	-0.033	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-let-7g	3	3244	3251	-0.178	68	-0.033	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-let-7b	3	3244	3251	-0.178	68	-0.033	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-98	3	3244	3251	-0.178	68	-0.033	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-27a-3p	3	5727	5734	-0.054	67	-0.010	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-27b	3	5727	5734	-0.054	67	-0.010	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-26b	2	6136	6142	-0.096	72	-0.018	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-26a	2	6136	6142	-0.096	73	-0.018	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-200c	3	6610	6617	-0.157	89	-0.030	71	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9913	bta-miR-200b	3	6610	6617	-0.157	89	-0.030	70	NULL
