Gene ID,Gene Symbol,Transcript ID,Gene Tax ID,miRNA,Site Type,UTR_start,UTR end,context++ score,context++ score percentile,weighted context++ score,weighted context++ score percentile,Predicted relative KD
ENSG00000156966.6,B3GNT7,ENST00000287590.5,9606,hsa-miR-27a-3p,3,846,853,-0.355,98,-0.355,98,-4.5549
ENSG00000135454.9,B4GALNT1,ENST00000341156.4,9606,hsa-miR-183-5p.2,3,228,235,-0.384,97,-0.337,97,-4.9474
ENSG00000135454.9,B4GALNT1,ENST00000341156.4,9606,hsa-miR-96-5p,2,229,235,-0.272,94,-0.24,94,-3.6435
ENSG00000135454.9,B4GALNT1,ENST00000341156.4,9606,hsa-miR-1271-5p,2,229,235,-0.269,93,-0.237,94,-3.9548
ENSG00000135454.9,B4GALNT1,ENST00000341156.4,9606,hsa-miR-183-5p.2,3,288,295,-0.548,99,-0.477,99,-5.1095
ENSG00000135454.9,B4GALNT1,ENST00000341156.4,9606,hsa-miR-96-5p,3,289,296,-0.424,98,-0.371,98,-5.5708
ENSG00000135454.9,B4GALNT1,ENST00000341156.4,9606,hsa-miR-1271-5p,3,289,296,-0.477,99,-0.417,98,-5.5345
ENSG00000135454.9,B4GALNT1,ENST00000341156.4,9606,hsa-miR-665,3,744,751,-0.279,97,-0.057,73,-3.2679
ENSG00000139044.6,B4GALNT3,ENST00000266383.5,9606,hsa-miR-365b-3p,3,639,646,-0.289,94,-0.289,96,-4.9532
ENSG00000139044.6,B4GALNT3,ENST00000266383.5,9606,hsa-miR-365a-3p,3,639,646,-0.289,94,-0.289,96,-4.9532
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-424-5p,3,393,400,-0.308,96,-0.304,97,-5.744
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-195-5p,3,393,400,-0.287,94,-0.284,96,-5.5055
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-497-5p,3,393,400,-0.292,95,-0.289,96,-5.6155
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-16-5p,3,393,400,-0.287,94,-0.284,96,-5.5285
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-6838-5p,3,393,400,-0.297,95,-0.294,96,-5.6678
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-15b-5p,3,393,400,-0.271,94,-0.268,95,-5.5055
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-15a-5p,3,393,400,-0.271,94,-0.268,95,-5.5055
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-124-3p.1,2,1463,1469,-0.326,96,-0.319,97,-5.7613
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-124-3p.1,2,1844,1850,-0.315,96,-0.308,97,-5.0875
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-124-3p.1,3,2089,2096,-0.492,99,-0.453,99,-6.932
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-506-3p,3,2090,2097,-0.346,96,-0.32,97,-3.8951
ENSG00000086062.8,B4GALT1,ENST00000379731.4,9606,hsa-miR-124-3p.2,3,2090,2097,-0.414,97,-0.382,97,-4.6092
ENSG00000117411.12,B4GALT2,ENST00000434555.2,9606,hsa-miR-34a-5p,2,287,293,-0.314,92,-0.314,94,-3.3757
ENSG00000117411.12,B4GALT2,ENST00000434555.2,9606,hsa-miR-331-3p,3,444,451,-0.282,97,-0.282,97,-2.5293
ENSG00000117411.12,B4GALT2,ENST00000434555.2,9606,hsa-miR-19b-3p,1,675,681,-0.261,91,-0.261,93,-4.0037
ENSG00000117411.12,B4GALT2,ENST00000434555.2,9606,hsa-miR-19a-3p,1,675,681,-0.261,91,-0.261,93,-4.0037
ENSG00000117411.12,B4GALT2,ENST00000434555.2,9606,hsa-miR-6835-3p,3,695,702,-0.268,98,-0.268,99,-2.7777
ENSG00000158850.10,B4GALT3,ENST00000319769.5,9606,hsa-miR-433-3p,3,23,30,-0.419,99,-0.419,99,-3.9316
ENSG00000158850.10,B4GALT3,ENST00000319769.5,9606,hsa-miR-27b-3p,3,213,220,-0.41,98,-0.41,99,-4.0152
ENSG00000158850.10,B4GALT3,ENST00000319769.5,9606,hsa-miR-27a-3p,3,213,220,-0.41,98,-0.41,99,-4.0152
ENSG00000158470.5,B4GALT5,ENST00000371711.4,9606,hsa-miR-210-3p,3,154,161,-0.511,97,-0.511,98,-4.5353
ENSG00000158470.5,B4GALT5,ENST00000371711.4,9606,hsa-miR-135b-5p,2,622,628,-0.274,94,-0.272,96,-3.915
ENSG00000158470.5,B4GALT5,ENST00000371711.4,9606,hsa-miR-135a-5p,2,622,628,-0.274,94,-0.272,95,-3.915
ENSG00000158470.5,B4GALT5,ENST00000371711.4,9606,hsa-miR-501-3p,3,2331,2338,-0.408,98,-0.405,99,-5.2819
ENSG00000158470.5,B4GALT5,ENST00000371711.4,9606,hsa-miR-502-3p,3,2331,2338,-0.408,98,-0.405,99,-5.5444
ENSG00000158470.5,B4GALT5,ENST00000371711.4,9606,hsa-miR-19b-3p,2,3220,3226,-0.267,92,-0.265,94,-4.2785
ENSG00000158470.5,B4GALT5,ENST00000371711.4,9606,hsa-miR-19a-3p,2,3220,3226,-0.267,92,-0.265,94,-4.2785
ENSG00000158470.5,B4GALT5,ENST00000371711.4,9606,hsa-miR-152-3p,3,3222,3229,-0.44,98,-0.437,99,-6.6147
ENSG00000158470.5,B4GALT5,ENST00000371711.4,9606,hsa-miR-148a-3p,3,3222,3229,-0.44,98,-0.437,99,-6.1145
ENSG00000158470.5,B4GALT5,ENST00000371711.4,9606,hsa-miR-148b-3p,3,3222,3229,-0.44,98,-0.437,99,-6.4467
ENSG00000118276.7,B4GALT6,ENST00000306851.5,9606,hsa-miR-30e-5p,3,129,136,-0.255,92,-0.255,94,-3.9698
ENSG00000118276.7,B4GALT6,ENST00000306851.5,9606,hsa-miR-30d-5p,3,129,136,-0.255,93,-0.255,95,-3.9698
ENSG00000118276.7,B4GALT6,ENST00000306851.5,9606,hsa-miR-30a-5p,3,129,136,-0.255,93,-0.255,95,-3.9698
ENSG00000118276.7,B4GALT6,ENST00000306851.5,9606,hsa-miR-377-3p,3,497,504,-0.254,94,-0.254,96,-4.6854
ENSG00000118276.7,B4GALT6,ENST00000306851.5,9606,hsa-miR-205-5p,3,505,512,-0.323,98,-0.323,98,-4.2099
ENSG00000118276.7,B4GALT6,ENST00000306851.5,9606,hsa-miR-148b-3p,3,3257,3264,-0.528,99,-0.265,94,-6.4225
ENSG00000118276.7,B4GALT6,ENST00000306851.5,9606,hsa-miR-148a-3p,3,3257,3264,-0.528,99,-0.265,94,-6.3329
ENSG00000118276.7,B4GALT6,ENST00000306851.5,9606,hsa-miR-152-3p,3,3257,3264,-0.528,99,-0.265,94,-6.7193
ENSG00000027847.9,B4GALT7,ENST00000029410.5,9606,hsa-miR-338-3p,3,566,573,-0.462,99,-0.262,98,-4.4626
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-148a-3p,3,40,47,-0.487,99,-0.487,99,-6.073
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-152-3p,3,40,47,-0.487,99,-0.487,99,-6.2659
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-148b-3p,3,40,47,-0.487,99,-0.487,99,-6.2051
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-199b-5p,3,76,83,-0.503,98,-0.503,99,-5.5286
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-199a-5p,3,76,83,-0.495,98,-0.495,98,-5.3105
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-506-3p,3,376,383,-0.409,98,-0.409,98,-3.8224
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-124-3p.2,3,376,383,-0.437,97,-0.437,98,-4.2521
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-124-3p.1,2,986,992,-0.313,96,-0.068,82,-5.1717
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-96-5p,3,1769,1776,-0.354,97,-0.076,78,-5.221
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-1271-5p,3,1769,1776,-0.375,97,-0.081,78,-5.0267
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-196b-5p,3,2197,2204,-0.308,95,-0.067,74,-4.5202
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-196a-5p,3,2197,2204,-0.324,95,-0.071,75,-4.5202
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-98-5p,3,2202,2209,-0.33,91,-0.072,63,-5.9088
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-let-7a-5p,3,2202,2209,-0.322,91,-0.07,63,-5.9088
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-let-7d-5p,3,2202,2209,-0.332,91,-0.072,61,-5.4986
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-let-7e-5p,3,2202,2209,-0.322,91,-0.07,63,-5.3538
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-193a-3p,3,2655,2662,-0.353,96,-0.076,73,-5.2761
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-193b-3p,3,2655,2662,-0.353,96,-0.076,73,-4.4481
ENSG00000106392.6,C1GALT1,ENST00000223122.3,9606,hsa-miR-124-3p.1,2,4825,4831,-0.371,98,-0.08,84,-5.9839
ENSG00000171155.7,C1GALT1C1,ENST00000304661.5,9606,hsa-miR-448,3,360,367,-0.379,98,-0.121,89,-5.4913
ENSG00000179218.9,CALR,ENST00000316448.5,9606,hsa-miR-152-3p,1,417,423,-0.272,93,-0.271,94,-3.7444
ENSG00000179218.9,CALR,ENST00000316448.5,9606,hsa-miR-148b-3p,1,417,423,-0.26,92,-0.259,94,-3.6547
ENSG00000179218.9,CALR,ENST00000316448.5,9606,hsa-miR-148a-3p,1,417,423,-0.26,92,-0.259,94,-3.9497
ENSG00000179218.9,CALR,ENST00000316448.5,9606,hsa-miR-181b-5p,1,527,533,-0.252,95,-0.251,96,-2.487
ENSG00000179218.9,CALR,ENST00000316448.5,9606,hsa-miR-181d-5p,1,527,533,-0.252,95,-0.251,96,-2.487
ENSG00000179218.9,CALR,ENST00000316448.5,9606,hsa-miR-181a-5p,1,527,533,-0.252,95,-0.251,96,-2.2157
ENSG00000127022.10,CANX,ENST00000247461.4,9606,hsa-miR-148a-3p,3,1544,1551,-0.434,98,-0.362,97,-5.9556
ENSG00000127022.10,CANX,ENST00000247461.4,9606,hsa-miR-148b-3p,3,1544,1551,-0.434,98,-0.362,97,-6.398
ENSG00000127022.10,CANX,ENST00000247461.4,9606,hsa-miR-152-3p,3,1544,1551,-0.434,98,-0.362,97,-6.4727
ENSG00000127022.10,CANX,ENST00000247461.4,9606,hsa-miR-122-5p,3,1560,1567,-0.385,98,-0.322,98,-5.6915
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-421,3,135,142,-0.306,97,-0.306,98,-4.5156
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-32-5p,2,491,497,-0.324,96,-0.309,97,-4.5618
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-363-3p,2,491,497,-0.281,95,-0.268,96,-5.2613
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-367-3p,2,491,497,-0.281,95,-0.268,96,-5.0926
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-140-3p.2,2,581,587,-0.318,98,-0.261,97,-3.9991
ENSG00000127995.12,CASD1,ENST00000297273.4,9606,hsa-miR-10b-5p,2,652,658,-0.274,96,-0.226,96,-3.8463
